Category,Area,Ratio,Size_COCO,Center_X,Center_Y
dog,34663.5984375,1.9398728258836733,Large (>96²),0.43775390625000005,0.497412109375
dog,68027.72015625001,0.8966440516439382,Large (>96²),0.711923828125,0.44176269531249995
dog,20724.172578125,2.1848167875248663,Large (>96²),0.526171875,0.5055322265625
dog,62954.55507812503,0.7711692004812428,Large (>96²),0.6576367187500001,0.3459716796875
dog,65201.86257812502,2.238473651444685,Large (>96²),0.5537695312500001,0.5014404296875
dog,127454.38488281252,0.5734796961380902,Large (>96²),0.7887841796874999,0.3683056640625
dog,5786.204230977359,3.010374212671356,Medium,0.10663705583756347,0.5009041878172589
dog,35992.0192,2.2990728900255757,Large (>96²),0.740046875,0.7096250000000001
dog,50520.55319999998,2.471254720939992,Large (>96²),0.7239531250000001,0.735390625
dog,32983.500000000015,2.292813073203267,Large (>96²),0.78515625,0.528703125
dog,9038.692400000002,2.0662231629876016,Medium,0.10679687499999999,0.411890625
dog,66189.77759999999,2.2641244590010534,Large (>96²),0.43975,0.5174843749999999
dog,123250.40000000002,0.636103412240447,Large (>96²),0.33334375,0.516796875
dog,14914.288000000002,1.2739371534195938,Large (>96²),0.66646875,0.5704062500000001
dog,76270.81280000001,0.488985668709171,Large (>96²),0.62090625,0.5624218750000001
dog,62623.142400000026,0.48747279727693765,Large (>96²),0.41384375,0.5624218750000001
dog,66591.016,0.4809459822628326,Large (>96²),0.41193749999999996,0.5719531250000001
dog,65029.123199999995,0.5089240754210259,Large (>96²),0.38390625,0.5839531250000001
dog,12697.6272,1.2830719742661838,Large (>96²),0.59559375,0.5589999999999999
dog,58509.003600000004,0.4356819298149866,Large (>96²),0.392953125,0.571484375
dog,81197.532,0.4745672565515909,Large (>96²),0.524484375,0.46849999999999997
dog,38840.294400000006,0.4784500912536851,Large (>96²),0.42565624999999996,0.61075
dog,120696.91200000001,1.019002789400279,Large (>96²),0.499234375,0.6061249999999999
dog,120965.09279999997,1.7366626250378905,Large (>96²),0.35807812499999997,0.4223437499999999
dog,110192.4864,2.128691983122363,Large (>96²),0.38228125,0.6894375
dog,75604.15720000002,2.0903354716584293,Large (>96²),0.527953125,0.5024843750000001
dog,95987.658,2.148263790330211,Large (>96²),0.6125468749999999,0.44160937499999997
dog,103392.7852,2.199335854625957,Large (>96²),0.565265625,0.44935937500000006
dog,36339.526399999995,0.9123158633129572,Large (>96²),0.69825,0.570671875
dog,30954.3744,1.19240317775571,Large (>96²),0.57125,0.56553125
dog,59209.247999999985,2.0032573289902285,Large (>96²),0.299,0.72415625
dog,27565.119999999995,1.6013719512195124,Large (>96²),0.524828125,0.59859375
dog,165906.216,0.804774909699586,Large (>96²),0.29134374999999996,0.48884375
dog,35173.3824,1.481568016614745,Large (>96²),0.7148749999999999,0.5031875
dog,40734.692800000004,1.259201601245413,Large (>96²),0.34259375,0.553265625
dog,34695.390799999994,1.584403297742939,Large (>96²),0.644921875,0.5479218749999999
dog,39210.29080000002,1.2350432147266805,Large (>96²),0.287796875,0.571484375
dog,46948.60799999999,1.5389900377877022,Large (>96²),0.63765625,0.597390625
dog,27067.8084,0.8942407173238308,Large (>96²),0.820734375,0.650515625
dog,20875.092,1.7699815837937378,Large (>96²),0.7157031249999999,0.40515625
dog,16182.468799999993,1.7015996718621822,Large (>96²),0.443453125,0.38087499999999996
dog,25896.789600000004,1.3353439609363784,Large (>96²),0.8523125,0.449796875
dog,40339.08480000001,2.4729094895082993,Large (>96²),0.36262500000000003,0.34587500000000004
dog,24403.343999999997,1.5896690879741724,Large (>96²),0.8348749999999999,0.414921875
dog,42563.757600000004,2.162959794696322,Large (>96²),0.32951562500000003,0.32184375000000004
dog,21710.269999999993,1.396150761828388,Large (>96²),0.645109375,0.40729687499999995
dog,20731.999999999996,1.0281690140845072,Large (>96²),0.8828125,0.45024999999999993
dog,7113.435199999998,1.0704121687929344,Medium,0.694453125,0.6574375
dog,8423.923200000001,1.0507035961581412,Medium,0.49681250000000005,0.655296875
dog,32000.889599999995,0.8992790500424088,Large (>96²),0.59215625,0.62003125
dog,4040.2200000000007,0.6437768240343353,Medium,0.43178125000000006,0.6139531249999999
dog,25766.857600000007,0.8009589652096344,Large (>96²),0.552359375,0.6231875
dog,3544.7040000000006,0.8318014705882346,Medium,0.423734375,0.6093437500000001
dog,29196.372000000007,1.0050457639051869,Large (>96²),0.499703125,0.6214375000000001
dog,26619.686400000006,0.9116338951310864,Large (>96²),0.501890625,0.611375
dog,27729.8396,1.4306852463726483,Large (>96²),0.513671875,0.6178593749999999
dog,42769.72800000001,1.1748427672955974,Large (>96²),0.8248749999999999,0.72459375
dog,47686.06080000001,1.2831206556696753,Large (>96²),0.8065312500000001,0.7157031250000001
dog,45992.13839999998,0.9430356819416771,Large (>96²),0.8163281249999998,0.7024687500000001
dog,43456.352,0.9322834645669289,Large (>96²),0.8135,0.7051093749999999
dog,45547.84159999999,1.152948279331858,Large (>96²),0.8209687499999999,0.6956562499999999
dog,46036.05,0.9731494252873565,Large (>96²),0.834609375,0.705078125
dog,36852.208800000015,0.8787967574958493,Large (>96²),0.8280937500000001,0.712078125
dog,33160.72319999999,0.924799324038868,Large (>96²),0.8164999999999999,0.71303125
dog,32301.484800000006,0.822935594589138,Large (>96²),0.8018437500000001,0.713375
