Category,Area,Ratio,Size_COCO,Center_X,Center_Y
obstacle,31504.0,1.0170454545454546,Large (>96²),0.5171875,0.3859375
obstacle,19360.0,0.625,Large (>96²),0.0859375,0.3859375
obstacle,23408.0,0.7556818181818182,Large (>96²),0.89609375,0.3859375
obstacle,61752.0,0.9959839357429718,Large (>96²),0.5125,0.5109375
obstacle,36852.0,0.5943775100401606,Large (>96²),0.115625,0.51015625
obstacle,40836.0,0.6586345381526104,Large (>96²),0.871875,0.51015625
obstacle,50167.0,0.973568281938326,Large (>96²),0.5125,0.39375
obstacle,30418.0,0.5903083700440529,Large (>96²),0.1046875,0.39296875
obstacle,34277.0,0.6651982378854625,Large (>96²),0.88203125,0.39296875
obstacle,64944.0,0.9318181818181818,Large (>96²),0.5015625,0.4765625
obstacle,40656.0,0.5833333333333334,Large (>96²),0.1203125,0.4765625
obstacle,41448.0,0.5946969696969697,Large (>96²),0.87734375,0.4765625
obstacle,44238.0,0.9223744292237442,Large (>96²),0.475,0.5796875
obstacle,32193.0,0.6712328767123288,Large (>96²),0.11484375,0.57890625
obstacle,25842.0,0.5388127853881278,Large (>96²),0.9078125,0.57890625
obstacle,27716.0,0.9704142011834319,Large (>96²),0.4859375,0.5453125
obstacle,20449.0,0.7159763313609467,Large (>96²),0.09453125,0.54453125
obstacle,17914.0,0.6272189349112426,Large (>96²),0.9171875,0.54453125
obstacle,84318.0,0.9431438127090301,Large (>96²),0.496875,0.5734375
obstacle,51727.0,0.5785953177257525,Large (>96²),0.13515625,0.57265625
obstacle,51428.0,0.5752508361204013,Large (>96²),0.865625,0.57265625
obstacle,68117.0,0.9847908745247148,Large (>96²),0.5078125,0.4953125
obstacle,40502.0,0.5855513307984791,Large (>96²),0.1203125,0.49453125
obstacle,44184.0,0.6387832699619772,Large (>96²),0.86875,0.49453125
obstacle,75900.0,1.0036363636363637,Large (>96²),0.4953125,0.521875
obstacle,47025.0,0.6218181818181818,Large (>96²),0.13359375,0.52109375
obstacle,46200.0,0.610909090909091,Large (>96²),0.86875,0.52109375
obstacle,104329.0,0.8005540166204986,Large (>96²),0.4984375,0.4390625
obstacle,63175.0,0.48476454293628807,Large (>96²),0.13671875,0.43828125
obstacle,63897.0,0.4903047091412742,Large (>96²),0.86171875,0.43828125
obstacle,21931.0,0.3775933609958506,Large (>96²),0.5046875,0.5125
obstacle,17352.0,0.2987551867219917,Large (>96²),0.05625,0.51171875
obstacle,19762.0,0.34024896265560167,Large (>96²),0.9359375,0.51171875
obstacle,76760.0,0.531578947368421,Large (>96²),0.471875,0.4984375
obstacle,56620.0,0.39210526315789473,Large (>96²),0.11640625,0.4984375
obstacle,43700.0,0.3026315789473684,Large (>96²),0.91015625,0.4984375
obstacle,36000.0,1.40625,Large (>96²),0.45,0.534375
obstacle,27840.0,1.0875,Large (>96²),0.1359375,0.534375
obstacle,18080.0,0.70625,Large (>96²),0.91171875,0.534375
obstacle,52488.0,1.125,Large (>96²),0.4671875,0.7640625
obstacle,37152.0,0.7962962962962963,Large (>96²),0.134375,0.7640625
obstacle,28728.0,0.6157407407407407,Large (>96²),0.89609375,0.7640625
obstacle,40656.0,1.7142857142857142,Large (>96²),0.51875,0.7203125
obstacle,23100.0,0.974025974025974,Large (>96²),0.1171875,0.7203125
obstacle,27104.0,1.1428571428571428,Large (>96²),0.8625,0.7203125
obstacle,27255.0,2.0608695652173914,Large (>96²),0.459375,0.33125
obstacle,20010.0,1.5130434782608695,Large (>96²),0.1359375,0.33046875
obstacle,14375.0,1.0869565217391304,Large (>96²),0.90234375,0.33046875
obstacle,27712.0,0.14780600461893764,Large (>96²),0.446875,0.490625
obstacle,18375.0,0.13066666666666665,Large (>96²),0.553125,0.45
obstacle,27712.0,0.14780600461893764,Large (>96²),0.1,0.490625
obstacle,13423.0,0.07159353348729793,Large (>96²),0.97578125,0.48984375
obstacle,7500.0,0.05333333333333334,Medium,0.015625,0.44921875
obstacle,18375.0,0.13066666666666665,Large (>96²),0.8953125,0.45
obstacle,86360.0,0.7470588235294118,Large (>96²),0.5,0.3953125
obstacle,142728.0,1.4568690095846646,Large (>96²),0.484375,0.4734375
obstacle,24414.0,0.24920127795527156,Large (>96²),0.0609375,0.47265625
obstacle,18154.0,0.1853035143769968,Large (>96²),0.9546875,0.47265625
obstacle,169440.0,1.3597733711048159,Large (>96²),0.5,0.3453125
obstacle,28240.0,0.22662889518413598,Large (>96²),0.0625,0.34453125
obstacle,28240.0,0.22662889518413598,Large (>96²),0.9375,0.34453125
obstacle,192458.0,1.1283292978208233,Large (>96²),0.4984375,0.46875
obstacle,30562.0,0.1791767554479419,Large (>96²),0.0578125,0.46796875
obstacle,29736.0,0.17433414043583534,Large (>96²),0.94375,0.46796875
obstacle,131166.0,1.0893371757925072,Large (>96²),0.534375,0.634375
obstacle,2429.0,0.020172910662824207,Medium,0.00546875,0.63359375
obstacle,17697.0,0.14697406340057637,Large (>96²),0.96015625,0.63359375
obstacle,210537.0,1.0536912751677852,Large (>96²),0.4953125,0.5703125
obstacle,34866.0,0.174496644295302,Large (>96²),0.0609375,0.56953125
obstacle,32631.0,0.16331096196868009,Large (>96²),0.94296875,0.56953125
obstacle,61420.0,0.3566265060240964,Large (>96²),0.409375,0.390625
obstacle,47652.0,0.2727272727272727,Large (>96²),0.615625,0.38125
obstacle,113955.0,0.3981308411214953,Large (>96²),0.4828125,0.4375
obstacle,54405.0,0.3349875930521092,Large (>96²),0.3765625,0.4640625
obstacle,43206.0,0.3007915567282322,Large (>96²),0.5671875,0.45625
obstacle,159154.0,0.573055028462998,Large (>96²),0.478125,0.490625
obstacle,2635.0,0.009487666034155597,Medium,0.00390625,0.48984375
obstacle,170898.0,0.5732600732600732,Large (>96²),0.51875,0.446875
obstacle,4914.0,0.016483516483516484,Medium,0.99296875,0.446875
obstacle,179621.0,0.6322701688555347,Large (>96²),0.5125,0.4859375
obstacle,9061.0,0.03189493433395872,Medium,0.98671875,0.48515625
obstacle,59040.0,0.43360433604336046,Large (>96²),0.546875,0.5046875
obstacle,50540.0,0.3878116343490305,Large (>96²),0.4796875,0.45
obstacle,16920.0,0.30638297872340425,Large (>96²),0.3453125,0.5078125
obstacle,16650.0,0.3288888888888889,Large (>96²),0.5921875,0.4953125
obstacle,55106.0,0.25267665952890794,Large (>96²),0.5390625,0.5328125
obstacle,26085.0,0.4723404255319149,Large (>96²),0.525,0.603125
obstacle,26700.0,0.37453183520599254,Large (>96²),0.203125,0.634375
obstacle,21360.0,0.299625468164794,Large (>96²),0.0625,0.63359375
obstacle,114218.0,0.7827225130890052,Large (>96²),0.4734375,0.54375
obstacle,2292.0,0.015706806282722512,Medium,0.0046875,0.54375
obstacle,147660.0,1.2405797101449276,Large (>96²),0.49375,0.73046875
obstacle,20010.0,0.1681159420289855,Large (>96²),0.0453125,0.73046875
obstacle,17250.0,0.14492753623188406,Large (>96²),0.9609375,0.73046875
obstacle,66456.0,0.36619718309859156,Large (>96²),0.4875,0.4984375
obstacle,57114.0,0.5119760479041916,Large (>96²),0.4078125,0.3765625
obstacle,57114.0,0.5119760479041916,Large (>96²),0.1390625,0.3765625
obstacle,19706.0,0.17664670658682635,Large (>96²),0.95390625,0.3765625
obstacle,30652.0,0.8144329896907216,Large (>96²),0.5140625,0.38125
obstacle,19400.0,0.5154639175257731,Large (>96²),0.078125,0.38125
obstacle,23280.0,0.6185567010309279,Large (>96²),0.90625,0.38125
obstacle,30615.0,0.8051282051282052,Large (>96²),0.5125,0.384375
obstacle,19500.0,0.5128205128205128,Large (>96²),0.078125,0.38359375
obstacle,23400.0,0.6153846153846154,Large (>96²),0.90625,0.38359375
obstacle,44427.0,0.7051792828685259,Large (>96²),0.4109375,0.365625
obstacle,3753.0,0.19424460431654678,Medium,0.6671875,0.4109375
obstacle,43925.0,0.6972111553784861,Large (>96²),0.13671875,0.36484375
obstacle,16315.0,0.2589641434262948,Large (>96²),0.94921875,0.36484375
obstacle,3753.0,0.19424460431654678,Medium,0.7828125,0.4109375
obstacle,22304.0,0.8292682926829268,Large (>96²),0.3796875,0.3015625
obstacle,22304.0,0.8292682926829268,Large (>96²),0.1671875,0.3015625
obstacle,3936.0,0.14634146341463414,Medium,0.98125,0.3015625
obstacle,6363.0,1.6031746031746033,Medium,0.515625,0.3953125
obstacle,1100.0,0.44,Medium,0.7078125,0.465625
obstacle,4410.0,1.1111111111111112,Medium,0.0546875,0.39453125
obstacle,5922.0,1.492063492063492,Medium,0.9265625,0.39453125
obstacle,1100.0,0.44,Medium,0.7421875,0.465625
obstacle,4366.0,0.3135593220338983,Medium,0.5375,0.44375
obstacle,6734.0,1.2297297297297298,Medium,0.3484375,0.4265625
obstacle,2832.0,0.2033898305084746,Medium,0.01875,0.44375
obstacle,4366.0,0.3135593220338983,Medium,0.9125,0.44375
obstacle,6734.0,1.2297297297297298,Medium,0.1984375,0.4265625
obstacle,62279.0,1.3225806451612903,Large (>96²),0.496875,0.403125
obstacle,37975.0,0.8064516129032258,Large (>96²),0.13671875,0.40234375
obstacle,37975.0,0.8064516129032258,Large (>96²),0.86328125,0.40234375
obstacle,64001.0,1.2869955156950672,Large (>96²),0.5,0.3796875
obstacle,38579.0,0.7757847533632287,Large (>96²),0.13515625,0.37890625
obstacle,39471.0,0.7937219730941704,Large (>96²),0.86171875,0.37890625
obstacle,5882.0,0.19653179190751446,Medium,0.665625,0.3921875
obstacle,5882.0,0.19653179190751446,Medium,0.784375,0.3921875
obstacle,9306.0,0.23737373737373738,Large (>96²),0.5234375,0.4234375
obstacle,7524.0,0.1919191919191919,Medium,0.0296875,0.4234375
obstacle,9306.0,0.23737373737373738,Large (>96²),0.925,0.4234375
obstacle,7014.0,0.25149700598802394,Medium,0.3421875,0.440625
obstacle,7014.0,0.25149700598802394,Medium,0.2046875,0.440625
obstacle,32619.0,1.900763358778626,Large (>96²),0.48125,0.4109375
obstacle,21746.0,1.2671755725190839,Large (>96²),0.1296875,0.41015625
obstacle,19126.0,1.1145038167938932,Large (>96²),0.8859375,0.41015625
obstacle,16569.0,0.23954372623574144,Large (>96²),0.5125,0.5
obstacle,13939.0,0.20152091254752852,Large (>96²),0.04140625,0.49921875
obstacle,16569.0,0.23954372623574144,Large (>96²),0.9359375,0.5
obstacle,15914.0,0.3348623853211009,Large (>96²),0.4421875,0.5078125
obstacle,15914.0,0.3348623853211009,Large (>96²),0.1046875,0.5078125
obstacle,7194.0,0.15137614678899083,Medium,0.97421875,0.5078125
obstacle,23941.0,0.3308550185873606,Large (>96²),0.6546875,0.3203125
obstacle,23941.0,0.3308550185873606,Large (>96²),0.79375,0.3203125
obstacle,18125.0,0.8620689655172413,Large (>96²),0.5015625,0.4453125
obstacle,13195.0,0.6275862068965518,Large (>96²),0.07109375,0.44453125
obstacle,13920.0,0.6620689655172414,Large (>96²),0.925,0.44453125
obstacle,17864.0,0.43349753694581283,Large (>96²),0.446875,0.4140625
obstacle,17864.0,0.43349753694581283,Large (>96²),0.1,0.4140625
obstacle,8526.0,0.20689655172413793,Medium,0.9671875,0.41328125
obstacle,17907.0,0.900709219858156,Large (>96²),0.6046875,0.4578125
obstacle,3666.0,0.18439716312056736,Medium,0.0203125,0.45703125
obstacle,17907.0,0.900709219858156,Large (>96²),0.8453125,0.4578125
obstacle,12859.0,0.46107784431137727,Large (>96²),0.5046875,0.48125
obstacle,10855.0,0.38922155688622756,Large (>96²),0.05078125,0.48046875
obstacle,12525.0,0.4491017964071856,Large (>96²),0.94140625,0.48046875
obstacle,11407.0,0.32620320855614976,Large (>96²),0.521875,0.4078125
obstacle,8602.0,0.24598930481283424,Medium,0.0359375,0.40703125
obstacle,11407.0,0.32620320855614976,Large (>96²),0.9265625,0.4078125
obstacle,98766.0,0.788135593220339,Large (>96²),0.50625,0.34375
obstacle,58410.0,0.4661016949152542,Large (>96²),0.12890625,0.34375
obstacle,62658.0,0.5,Large (>96²),0.86171875,0.34375
obstacle,48960.0,0.5902777777777778,Large (>96²),0.40625,0.409375
obstacle,48960.0,0.5902777777777778,Large (>96²),0.140625,0.409375
obstacle,16704.0,0.2013888888888889,Large (>96²),0.9546875,0.409375
obstacle,36050.0,1.177142857142857,Large (>96²),0.4390625,0.4375
obstacle,30100.0,0.9828571428571429,Large (>96²),0.134375,0.43671875
obstacle,16975.0,0.5542857142857143,Large (>96²),0.92421875,0.43671875
obstacle,73406.0,1.1377952755905512,Large (>96²),0.4984375,0.4640625
obstacle,44450.0,0.6889763779527559,Large (>96²),0.13671875,0.4640625
obstacle,44958.0,0.6968503937007874,Large (>96²),0.86171875,0.4640625
obstacle,42427.0,0.9712918660287081,Large (>96²),0.565625,0.4984375
obstacle,18601.0,0.4258373205741627,Large (>96²),0.06953125,0.49765625
obstacle,36993.0,0.84688995215311,Large (>96²),0.86171875,0.49765625
obstacle,11786.0,0.42771084337349397,Large (>96²),0.4875,0.4515625
obstacle,11786.0,0.42771084337349397,Large (>96²),0.059375,0.4515625
obstacle,9960.0,0.3614457831325301,Large (>96²),0.953125,0.4515625
obstacle,46937.0,1.3422459893048129,Large (>96²),0.4734375,0.415625
obstacle,32164.0,0.9197860962566845,Large (>96²),0.134375,0.41484375
obstacle,26554.0,0.7593582887700535,Large (>96²),0.8890625,0.41484375
obstacle,22464.0,0.5192307692307693,Large (>96²),0.471875,0.4109375
